GeoFIPS,GeoName,Region,LineCode,Description,Unit,Year,Value
0,United States,,91, Personal dividend income ,Thousands of dollars,1996,302412000
0,United States,,91, Personal dividend income ,Thousands of dollars,1997,337747000
0,United States,,91, Personal dividend income ,Thousands of dollars,1998,358433000
0,United States,,91, Personal dividend income ,Thousands of dollars,1999,348451000
0,United States,,91, Personal dividend income ,Thousands of dollars,2000,386364000
0,United States,,91, Personal dividend income ,Thousands of dollars,2001,374403000
0,United States,,91, Personal dividend income ,Thousands of dollars,2002,401469000
0,United States,,91, Personal dividend income ,Thousands of dollars,2003,431191000
0,United States,,91, Personal dividend income ,Thousands of dollars,2004,559353000
0,United States,,91, Personal dividend income ,Thousands of dollars,2005,555014000
0,United States,,91, Personal dividend income ,Thousands of dollars,2006,683557000
0,United States,,91, Personal dividend income ,Thousands of dollars,2007,780024000
0,United States,,91, Personal dividend income ,Thousands of dollars,2008,805647000
0,United States,,91, Personal dividend income ,Thousands of dollars,2009,565625000
0,United States,,91, Personal dividend income ,Thousands of dollars,2010,536606000
0,United States,,91, Personal dividend income ,Thousands of dollars,2011,690394000
0,United States,,91, Personal dividend income ,Thousands of dollars,2012,831710000
0,United States,,91, Personal dividend income ,Thousands of dollars,2013,781616000
0,United States,,91, Personal dividend income ,Thousands of dollars,2014,916991000
0,United States,,91, Personal dividend income ,Thousands of dollars,2015,996814000
0,United States,,91, Personal dividend income ,Thousands of dollars,2016,1027392000
0,United States,,91, Personal dividend income ,Thousands of dollars,2017,1144231000
0,United States,,91, Personal dividend income ,Thousands of dollars,2018,1234850000
0,United States,,91, Personal dividend income ,Thousands of dollars,2019,1346450000
0,United States,,91, Personal dividend income ,Thousands of dollars,2020,1403429000
0,United States,,91, Personal dividend income ,Thousands of dollars,2021,1700407000
0,United States,,91, Personal dividend income ,Thousands of dollars,2022,1839108000
0,United States,,91, Personal dividend income ,Thousands of dollars,2023,1930866000
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1958,67772
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1959,79030
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1960,86395
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1961,85864
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1962,92673
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1963,98685
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1964,117498
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1965,133232
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1966,135770
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1967,145401
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1968,148908
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1969,160555
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1970,170057
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1971,183652
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1972,205070
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1973,239948
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1974,279036
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1975,295910
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1976,345933
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1977,396840
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1978,462191
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1979,533066
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1980,580081
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1981,624212
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1982,649938
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1983,768192
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1984,798668
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1985,918942
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1986,1023334
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1987,1083767
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1988,1410109
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1989,1717894
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1990,1857855
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1991,2041924
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1992,2195608
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1993,2428307
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1994,2905490
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1995,3173257
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1996,3579802
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1997,3887674
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1998,4166249
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,1999,3968604
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2000,4298800
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2001,4083379
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2002,4576978
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2003,5179415
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2004,7505409
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2005,7207288
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2006,8396217
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2007,9565591
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2008,9959925
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2009,7030325
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2010,6675492
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2011,7981655
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2012,9376325
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2013,8910631
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2014,9638770
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2015,10503729
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2016,10561606
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2017,11662906
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2018,12039720
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2019,12853973
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2020,13878130
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2021,19304259
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2022,19955040
1000,Alabama,5,91, Personal dividend income ,Thousands of dollars,2023,20884074
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1958,2367
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1959,2392
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1960,3926
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1961,3830
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1962,4180
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1963,5492
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1964,6900
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1965,6898
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1966,7302
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1967,8868
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1968,6598
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1969,8222
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1970,10061
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1971,12005
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1972,14325
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1973,15509
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1974,19355
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1975,31007
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1976,37789
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1977,40581
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1978,46379
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1979,53407
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1980,67163
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1981,84559
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1982,122294
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1983,139052
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1984,140255
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1985,163601
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1986,182826
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1987,196144
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1988,230852
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1989,308740
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1990,357252
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1991,369780
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1992,390073
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1993,437860
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1994,538442
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1995,597143
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1996,662224
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1997,706813
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1998,689322
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,1999,668912
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2000,726943
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2001,673309
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2002,657244
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2003,681278
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2004,917917
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2005,969886
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2006,1214369
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2007,1523315
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2008,1802420
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2009,1408158
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2010,1456648
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2011,1806904
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2012,1938017
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2013,1855213
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2014,2131825
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2015,2280611
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2016,2230046
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2017,2341352
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2018,2401005
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2019,2424096
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2020,2487639
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2021,2914835
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2022,3063491
2000,Alaska,8,91, Personal dividend income ,Thousands of dollars,2023,3208093
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1958,53636
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1959,61541
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1960,72797
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1961,77681
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1962,86251
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1963,99986
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1964,117744
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1965,137887
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1966,138987
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1967,143566
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1968,199602
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1969,214862
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1970,228168
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1971,247652
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1972,278853
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1973,322088
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1974,367492
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1975,367783
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1976,451928
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1977,534548
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1978,640559
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1979,760138
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1980,867489
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1981,956996
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1982,999316
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1983,1164983
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1984,1226761
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1985,1386537
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1986,1551699
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1987,1549893
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1988,1889979
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1989,2283580
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1990,2412639
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1991,2633212
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1992,2721109
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1993,2972841
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1994,3504057
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1995,3948259
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1996,4780323
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1997,5467061
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1998,5777090
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,1999,5480248
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2000,6119352
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2001,5956157
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2002,6475739
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2003,6973363
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2004,9565404
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2005,10222047
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2006,12665843
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2007,14251441
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2008,13079437
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2009,8814504
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2010,8579220
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2011,11058151
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2012,12944192
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2013,12317980
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2014,14651231
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2015,16193636
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2016,17094498
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2017,18870600
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2018,20225569
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2019,23626018
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2020,24632590
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2021,33652399
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2022,35961436
4000,Arizona,6,91, Personal dividend income ,Thousands of dollars,2023,37763164
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1958,27261
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1959,29698
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1960,32134
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1961,35595
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1962,41368
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1963,49823
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1964,59175
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1965,68049
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1966,67080
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1967,65028
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1968,77342
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1969,84500
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1970,90701
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1971,99429
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1972,112280
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1973,133054
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1974,156022
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1975,165545
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1976,197220
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1977,229401
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1978,265494
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1979,306698
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1980,336431
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1981,363627
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1982,439914
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1983,419087
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1984,423153
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1985,501789
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1986,564575
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1987,578484
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1988,756226
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1989,900790
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1990,998232
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1991,1102308
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1992,1206944
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1993,1340593
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1994,1609463
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1995,1751924
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1996,2024660
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1997,2307494
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1998,2366890
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,1999,2313063
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2000,2282372
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2001,2157204
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2002,2435410
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2003,2721537
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2004,3686916
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2005,3908504
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2006,4969929
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2007,5967070
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2008,6465549
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2009,4518623
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2010,4320673
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2011,6353784
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2012,8668431
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2013,7533236
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2014,9426904
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2015,10322994
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2016,10921605
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2017,11521298
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2018,12703636
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2019,12128015
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2020,13357898
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2021,18395915
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2022,21183203
5000,Arkansas,5,91, Personal dividend income ,Thousands of dollars,2023,22382498
6000,California,8,91, Personal dividend income ,Thousands of dollars,1958,1183235
6000,California,8,91, Personal dividend income ,Thousands of dollars,1959,1282191
6000,California,8,91, Personal dividend income ,Thousands of dollars,1960,1364436
6000,California,8,91, Personal dividend income ,Thousands of dollars,1961,1414901
6000,California,8,91, Personal dividend income ,Thousands of dollars,1962,1537507
6000,California,8,91, Personal dividend income ,Thousands of dollars,1963,1655922
6000,California,8,91, Personal dividend income ,Thousands of dollars,1964,1856485
6000,California,8,91, Personal dividend income ,Thousands of dollars,1965,2087302
6000,California,8,91, Personal dividend income ,Thousands of dollars,1966,2143335
6000,California,8,91, Personal dividend income ,Thousands of dollars,1967,2228969
6000,California,8,91, Personal dividend income ,Thousands of dollars,1968,2466039
6000,California,8,91, Personal dividend income ,Thousands of dollars,1969,2574070
6000,California,8,91, Personal dividend income ,Thousands of dollars,1970,2589372
6000,California,8,91, Personal dividend income ,Thousands of dollars,1971,2670141
6000,California,8,91, Personal dividend income ,Thousands of dollars,1972,2871184
6000,California,8,91, Personal dividend income ,Thousands of dollars,1973,3182065
6000,California,8,91, Personal dividend income ,Thousands of dollars,1974,3529689
6000,California,8,91, Personal dividend income ,Thousands of dollars,1975,3578880
6000,California,8,91, Personal dividend income ,Thousands of dollars,1976,4291448
6000,California,8,91, Personal dividend income ,Thousands of dollars,1977,4989142
6000,California,8,91, Personal dividend income ,Thousands of dollars,1978,5681290
6000,California,8,91, Personal dividend income ,Thousands of dollars,1979,6476054
6000,California,8,91, Personal dividend income ,Thousands of dollars,1980,7423158
6000,California,8,91, Personal dividend income ,Thousands of dollars,1981,8240397
6000,California,8,91, Personal dividend income ,Thousands of dollars,1982,7969908
6000,California,8,91, Personal dividend income ,Thousands of dollars,1983,9587978
6000,California,8,91, Personal dividend income ,Thousands of dollars,1984,10281680
6000,California,8,91, Personal dividend income ,Thousands of dollars,1985,11044757
6000,California,8,91, Personal dividend income ,Thousands of dollars,1986,12259211
6000,California,8,91, Personal dividend income ,Thousands of dollars,1987,12045923
6000,California,8,91, Personal dividend income ,Thousands of dollars,1988,14915381
6000,California,8,91, Personal dividend income ,Thousands of dollars,1989,18207024
6000,California,8,91, Personal dividend income ,Thousands of dollars,1990,19727139
6000,California,8,91, Personal dividend income ,Thousands of dollars,1991,20988835
6000,California,8,91, Personal dividend income ,Thousands of dollars,1992,21479616
6000,California,8,91, Personal dividend income ,Thousands of dollars,1993,22692689
6000,California,8,91, Personal dividend income ,Thousands of dollars,1994,25481543
6000,California,8,91, Personal dividend income ,Thousands of dollars,1995,27825332
6000,California,8,91, Personal dividend income ,Thousands of dollars,1996,32824874
6000,California,8,91, Personal dividend income ,Thousands of dollars,1997,37792045
6000,California,8,91, Personal dividend income ,Thousands of dollars,1998,40559490
6000,California,8,91, Personal dividend income ,Thousands of dollars,1999,40771833
6000,California,8,91, Personal dividend income ,Thousands of dollars,2000,45878194
6000,California,8,91, Personal dividend income ,Thousands of dollars,2001,44996023
6000,California,8,91, Personal dividend income ,Thousands of dollars,2002,48417333
6000,California,8,91, Personal dividend income ,Thousands of dollars,2003,52636312
6000,California,8,91, Personal dividend income ,Thousands of dollars,2004,68935246
6000,California,8,91, Personal dividend income ,Thousands of dollars,2005,69811688
6000,California,8,91, Personal dividend income ,Thousands of dollars,2006,87459462
6000,California,8,91, Personal dividend income ,Thousands of dollars,2007,97528885
6000,California,8,91, Personal dividend income ,Thousands of dollars,2008,98748292
6000,California,8,91, Personal dividend income ,Thousands of dollars,2009,68647716
6000,California,8,91, Personal dividend income ,Thousands of dollars,2010,65871828
6000,California,8,91, Personal dividend income ,Thousands of dollars,2011,86400285
6000,California,8,91, Personal dividend income ,Thousands of dollars,2012,105565095
6000,California,8,91, Personal dividend income ,Thousands of dollars,2013,99736602
6000,California,8,91, Personal dividend income ,Thousands of dollars,2014,119030512
6000,California,8,91, Personal dividend income ,Thousands of dollars,2015,133800132
6000,California,8,91, Personal dividend income ,Thousands of dollars,2016,140676229
6000,California,8,91, Personal dividend income ,Thousands of dollars,2017,156278408
